CNN,Street_Name,PCI_Score,From_Street,To_Street,PCI_Change_Date,Treatment_or_Survey,Street_Accepted_For_Maintenance,Functional_Class
22336000,Clipper St: Diamond Heights Blvd Intersection,100,DIAMOND HEIGHTS BLVD,Intersection,2017-10-13T16:13:26.000,Treatment,No,
5834000,Franklin St,85,Green St,Union St,2019-08-20T17:02:31.000,Survey,Yes,Arterial
7673000,Judah St,87,Sunset Blvd,37th Ave,2019-09-25T16:15:02.000,Survey,Yes,Collector
9986000,Orizaba Ave,91,Randolph St,Lobos St,2019-08-28T17:13:41.000,Survey,Yes,Residential
564000,14th Ave,69,Noriega St,Noriega St,2019-09-18T16:03:42.000,Survey,Yes,Residential
9867000,Ocean Ave,93,Havenside Dr,Westmoorland Dr,2019-09-20T16:23:48.000,Survey,Yes,Collector
9921000,Oliver St,87,Mission St,Brunswick St,2019-08-28T17:13:26.000,Survey,Yes,Residential
3763000,Casitas Ave,83,End,Ludlow Aly,2019-10-16T16:10:05.000,Survey,Yes,Residential
21493000,Hanover St: Lowell St Intersection,100,LOWELL ST,Intersection,2017-10-13T09:08:53.000,Treatment,No,
792000,17th St,81,Treat Ave,Folsom St,2019-08-30T16:48:38.000,Survey,Yes,Collector
9695000,North Point St,76,Hyde St,Larkin St,2019-10-15T17:12:53.000,Survey,Yes,Arterial
22335000,Diamond Heights Blvd: Duncan St Intersection,100,DUNCAN ST,Intersection,2017-10-13T16:13:52.000,Treatment,No,
11028000,Ridgewood Ave,83,Hearst Ave,Monterey Blvd,2019-10-15T16:26:07.000,Survey,Yes,Residential
22318000,Carnelian Way: Diamond Heights Blvd Intersection,100,DIAMOND HEIGHTS BLVD,Intersection,2017-10-13T16:29:30.000,Treatment,No,
4456000,Coso Ave,90,Elsie St,Bonview St \ Stoneman St,2019-09-12T16:58:34.000,Survey,Yes,Residential
2482101,Cesar Chavez St,86,Bryant St,Florida St,2019-09-20T16:57:12.000,Survey,Yes,Arterial
8703202,Marina Blvd,85,Marina Green Dr,Fillmore St,2019-08-20T17:09:44.000,Survey,Yes,Arterial
6125000,Genebern Way,73,Murray St,Benton Ave,2019-09-25T17:03:15.000,Survey,Yes,Collector
5479000,Felton St,84,Gambier St,Madison St,2019-10-02T17:01:02.000,Survey,Yes,Residential
10786000,Prospect Ave,72,Esmeralda Ave,Virginia Ave,2019-09-25T17:16:15.000,Survey,Yes,Residential
9821201,Ocean Ave,76,Brighton Ave,Plymouth Ave,2019-10-02T16:22:51.000,Survey,Yes,Arterial
4319000,Concord St,87,Cross St,Morse St,2019-10-14T16:58:02.000,Survey,Yes,Residential
6120000,Gellert Dr,81,Ocean Ave,Morningside Dr,2019-10-03T16:13:17.000,Survey,Yes,Residential
11924000,Silver Ave,83,Girard St,San Bruno Ave,2019-10-09T17:20:10.000,Survey,Yes,Arterial
11478000,San Juan Ave,87,Cayuga Ave,Capistrano Ave,2019-10-14T17:18:18.000,Survey,Yes,Residential
13600000,Whipple Ave,91,Ellington Ave,Rae Ave,2019-09-03T17:23:30.000,Survey,Yes,Residential
11597000,Santa Ynez Ave,51,Cayuga Ave,Capistrano Ave,2019-10-14T17:18:28.000,Survey,Yes,Residential
9662000,Noriega St,77,28th Ave,29th Ave,2019-09-23T16:22:17.000,Survey,Yes,Arterial
2369000,Anzavista Ave,100,Vega St,Terra Vista Ave,2019-08-07T16:52:24.000,Survey,Yes,Residential
13058000,Valencia St,82,15th St,Sparrow St,2019-09-25T17:22:08.000,Survey,Yes,Arterial
626000,15th Ave,77,Rivera St,Santiago St,2019-09-17T16:04:02.000,Survey,Yes,Residential
3319000,Bucareli Dr,100,Gonzalez Dr,Garces Dr,2017-06-08T09:07:40.000,Treatment,Yes,Residential
2083000,Acevedo Ave,78,Vidal Dr,Vidal Dr,2019-10-19T16:09:03.000,Survey,Yes,Residential
13473000,Wawona St,34,17th Ave,18th Ave,2019-09-21T16:31:07.000,Survey,Yes,Residential
8624000,Magnolia St,85,Buchanan St,Webster St,2019-08-20T17:09:22.000,Survey,Yes,Residential
10667201,Potrero Ave,95,21st St,22nd St,2019-09-06T17:15:34.000,Survey,Yes,Arterial
11337000,San Anselmo Ave,55,End,Saint Francis Blvd,2019-10-18T16:27:00.000,Survey,Yes,Residential
8671203,Mansell St,70,Colby St,University St,2019-10-03T17:09:34.000,Survey,Yes,Arterial
11832000,Shotwell St,71,14th St,15th St,2019-09-12T17:19:20.000,Survey,Yes,Residential
8380101,Lincoln Way,81,42nd Ave,43rd Ave,2019-09-18T16:19:18.000,Survey,Yes,Arterial
3876000,Cervantes Blvd,64,Prado St,Avila St,2019-08-20T16:57:07.000,Survey,Yes,Arterial
11631000,Santiago St,81,39th Ave,40th Ave,2019-10-07T16:27:45.000,Survey,Yes,Residential
4363000,Cook St,75,End,Geary Blvd,2019-08-07T16:58:07.000,Survey,Yes,Residential
3520000,Caledonia St,31,15th St,Sparrow St,2019-08-30T16:55:55.000,Survey,Yes,Residential
647000,15th St,87,South Van Ness Ave,Natoma St,2019-08-30T16:48:17.000,Survey,Yes,Residential
539000,12th Ave,60,Magellan Ave,Taraval St,2019-09-22T16:03:38.000,Survey,Yes,Residential
2159101,Alemany Blvd,68,Rousseau St,Admiral Ave,2019-08-21T16:51:19.000,Survey,Yes,Arterial
8992000,Merrill St,93,Hale St,Silver Ave,2019-10-03T17:10:05.000,Survey,Yes,Residential
12235000,Stoneybrook Ave,90,Cambridge St \ Trumbull St,Gladstone Dr,2019-10-14T17:20:56.000,Survey,Yes,Residential
15106201,Portola Dr,83,14th Ave \ San Anselmo Ave \ Santa Ana Ave,15th Ave,2019-09-19T16:25:32.000,Survey,Yes,Arterial
7709102,Junipero Serra Blvd,25,Garfield St,Shields St,2019-08-27T17:07:18.000,Survey,Yes,Arterial
8219000,Lawton St,84,38th Ave,39th Ave,2019-09-23T16:18:50.000,Survey,Yes,Collector
10084000,Pacheco St,97,10th Ave,Oriole Way,2019-09-22T16:24:27.000,Survey,Yes,Residential
8469000,Lomita Ave,87,Aloha Ave,16th Ave,2019-09-20T16:19:26.000,Survey,Yes,Residential
6653000,Hampshire St,49,20th St,21st St,2019-09-06T17:04:58.000,Survey,Yes,Residential
4505101,Crespi Dr,39,Gonzalez Dr \ Unnamed 106,End,2019-10-20T16:10:57.000,Survey,Yes,Residential
8705101,Marina Blvd,83,Avila St \ Casa Way,Cervantes Blvd \ Marina Green Dr \ Scott St,2019-08-20T17:09:46.000,Survey,Yes,Arterial
9162000,Mission St,47,Santa Rosa Ave,Harrington St,2019-08-28T17:10:46.000,Survey,Yes,Arterial
8228000,Lawton St,87,47th Ave,48th Ave,2019-09-18T16:18:56.000,Survey,Yes,Residential
2224000,Alton Ave,91,Castenada Ave,Pacheco St \ Unnamed 033,2019-09-24T16:09:17.000,Survey,Yes,Residential
7688000,Judson Ave,67,Edna St,Foerster St,2019-10-17T16:15:12.000,Survey,Yes,Residential
11301201,Saint Francis Blvd,55,San Buenaventura Way,San Anselmo Ave,2017-08-15T11:25:50.000,Survey,Yes,Residential
6021000,Gates St,78,End,Powhattan Ave,2019-09-20T17:02:49.000,Survey,Yes,Residential
11452000,San Jose Ave,79,Havelock St,Santa Ynez Ave,2019-09-03T17:18:01.000,Survey,Yes,Arterial
2069000,48th Ave,84,Kirkham St,Lawton St,2019-09-17T16:08:56.000,Survey,Yes,Residential
534000,12th Ave,74,Cragmont Ave \ Rockridge Dr,Rockridge Dr,2019-09-19T16:03:34.000,Survey,Yes,Residential
13269000,Vicente St,83,42nd Ave,43rd Ave,2019-09-24T16:30:46.000,Survey,Yes,Collector
6844000,Hazelwood Ave,95,Brentwood Ave,Globe Aly \ Los Palmos Dr,2019-10-02T16:13:48.000,Survey,Yes,Residential
4527000,Crestmont Dr,28,Blairwood Ln,Devonshire Way,2019-10-03T16:11:12.000,Survey,Yes,Residential
9395000,Morse St,69,Florentine Ave,Guttenberg St,2019-10-14T17:11:43.000,Survey,Yes,Residential
2695000,Balceta Ave,85,Woodside Ave,Laguna Honda Blvd,2019-09-27T16:09:30.000,Survey,Yes,Residential
3240204,Brotherhood Way,38,Junipero Serra Blvd Off Ramp,Chumasero Dr \ Thomas More Way,2019-10-04T16:09:52.000,Survey,Yes,Arterial
8420000,Locksley Ave,58,Warren Dr,Moraga St,2019-11-13T16:19:25.000,Survey,Yes,Residential
11118000,Rolph St,74,Paris St,Newton St,2019-08-29T17:16:50.000,Survey,Yes,Residential
11479000,San Juan Ave,78,Capistrano Ave,Otsego Ave,2019-10-14T17:18:19.000,Survey,Yes,Residential
7104000,Huron Ave,86,Naglee Ave,Moneta Way,2019-08-27T17:06:18.000,Survey,Yes,Residential
3255000,Brunswick St,93,Concord St,Florentine Ave,2019-10-14T16:55:06.000,Survey,Yes,Residential
627000,15th Ave,54,Santiago St,Taraval St,2019-09-17T16:04:03.000,Survey,Yes,Residential
4735000,Dewey Blvd,52,Pacheco St,Claremont Blvd \ Kensington Way \ Montalvo Ave \ Taraval St,2019-09-18T16:11:38.000,Survey,Yes,Arterial
10374000,Persia Ave,94,Prague St,Dublin St,2019-08-29T17:14:47.000,Survey,Yes,Arterial
8511000,Great Hwy,87,Kirkham St \ La Playa,La Playa \ Lawton St,2019-09-18T16:19:37.000,Survey,Yes,Collector
10618102,Portola Dr,78,Del Sur Ave,Rex Ave,2019-10-08T16:25:20.000,Survey,Yes,Arterial
10316000,Payson St,72,Saint Charles Ave,Chester Ave,2019-10-19T16:24:59.000,Survey,Yes,Residential
4429000,Cortland Ave,79,Ellsworth St,Gates St,2019-09-12T16:58:21.000,Survey,Yes,Arterial
2024000,46th Ave,87,Lawton St,Moraga St,2019-09-25T16:08:34.000,Survey,Yes,Collector
7102000,Huron Ave,90,Foote Ave,Fredson Ct,2019-08-27T17:06:16.000,Survey,Yes,Residential
2170103,Alemany Blvd,91,Chancery Ln,Niagara Ave,2019-08-21T16:48:02.000,Survey,Yes,Arterial
5827000,Franklin St,85,Sacramento St,Clay St,2019-08-20T17:02:27.000,Survey,Yes,Arterial
12394000,Taraval St,64,18th Ave,19th Ave,2019-09-18T16:29:13.000,Survey,Yes,Arterial
3118000,Brewster St,69,Costa St,Faith St,2019-09-12T16:47:10.000,Survey,Yes,Residential
10620202,Portola Dr,81,Dorchester Way,Claremont Blvd \ Portal Path,2019-10-08T16:25:28.000,Survey,Yes,Arterial
13724000,Woolsey St,47,Girard St,Brussels St,2019-10-09T17:23:45.000,Survey,Yes,Residential
4732000,Devonshire Way,19,Warren Dr,Oak Park Dr,2019-10-04T16:11:36.000,Survey,Yes,Residential
8985000,Mark Twain Pl,100,Merchant St \ Sansome St,End,2016-10-11T13:00:37.000,Survey,Yes,Residential
11049000,Rivera St,82,15th Ave,Cecilia Ave,2019-09-22T16:26:13.000,Survey,Yes,Residential
4338000,Congo St,100,Mangels Ave,Melrose Ave,2016-09-12T10:16:42.000,Treatment,Yes,Residential
7992202,Laguna Honda Blvd,53,Merced Ave,Vasquez Ave,2019-09-18T16:18:00.000,Survey,Yes,Collector
9241000,Moneta Ct,89,End,Moneta Way,2019-08-28T17:11:21.000,Survey,Yes,Residential
2250000,Amazon Ave,83,Vienna St,Athens St,2019-08-21T16:52:02.000,Survey,Yes,Residential
5473000,Felton St,70,Princeton St,Amherst St,2019-10-02T17:00:58.000,Survey,Yes,Residential
1311000,24th Ave,78,Ulloa St,Vicente St,2019-09-22T16:05:24.000,Survey,Yes,Residential
1349000,24th St,78,Orange Aly,Valencia St,2019-09-06T16:50:05.000,Survey,Yes,Arterial
5605000,Flood Ave,57,Circular Ave,Congo St,2019-10-17T16:12:31.000,Survey,Yes,Residential
3344000,Buchanan St,71,Jackson St,Pacific Ave,2019-08-20T16:55:27.000,Survey,Yes,Residential
4063000,Claremont Blvd,50,Verdun Way,Dorchester Way,2019-09-18T16:10:28.000,Survey,Yes,Arterial
12003000,South Hill Blvd,95,Rolph St \ Winding Way,Chicago Way,2019-09-03T17:20:16.000,Survey,Yes,Collector
9373000,Moraga St,88,47th Ave,48th Ave,2019-09-18T16:21:55.000,Survey,Yes,Residential
7443000,Jarboe Ave,88,Prentiss St,Nevada St,2019-09-20T17:07:02.000,Survey,Yes,Residential
12634000,Tompkins Ave,93,Ellsworth St,Gates St,2019-09-12T17:21:26.000,Survey,Yes,Residential
8370101,Lincoln Way,73,32nd Ave,33rd Ave,2019-09-18T16:19:11.000,Survey,Yes,Arterial
9710000,Northwood Dr,71,Pizarro Way,Faxon Ave \ Kenwood Way,2019-10-15T16:22:31.000,Survey,Yes,Residential
9822101,Ocean Ave,74,Plymouth Ave,Plymouth Ave,2019-10-02T16:22:52.000,Survey,Yes,Arterial
9805000,Ocean Ave,85,Persia Ave,Wattson Pl,2019-08-28T17:13:03.000,Survey,Yes,Arterial
1965000,43rd Ave,85,Santiago St,Taraval St,2019-09-20T16:08:13.000,Survey,Yes,Residential
2109000,Alabama St,75,16th St,17th St,2019-08-30T16:51:02.000,Survey,Yes,Residential
9957000,Onondaga Ave,91,Otsego Ave,Ocean Ave,2019-10-14T17:13:37.000,Survey,Yes,Residential
6364000,Grafton Ave,95,Jules Ave,Ashton Ave,2019-08-27T17:04:24.000,Survey,Yes,Residential
5633000,Florida St,93,Precita Ave,Peralta Ave,2019-09-06T17:01:39.000,Survey,Yes,Residential
5972000,Funston Ave,68,Moraga St,Noriega St,2019-09-19T16:13:04.000,Survey,Yes,Residential
5363000,Excelsior Ave,87,Madrid St,Edinburgh St,2019-08-26T17:00:39.000,Survey,Yes,Residential
1479000,26th Ave,75,Judah St,Kirkham St,2019-09-17T16:05:34.000,Survey,Yes,Residential
793000,17th St,75,Folsom St,Shotwell St,2019-08-30T16:48:38.000,Survey,Yes,Collector
6637000,Hamilton St,93,Silliman St,Felton St,2019-10-03T17:04:53.000,Survey,Yes,Residential
3987000,Chicago Way,85,End,Lapham Way \ Linda Vista Stps,2019-10-14T16:57:32.000,Survey,Yes,Residential
9068000,Miraloma Dr,17,Juanita Way,Bengal Aly,2019-11-02T16:20:33.000,Survey,Yes,Collector
9586000,Newton St,95,Morse St,Brunswick St,2019-10-14T17:12:41.000,Survey,Yes,Residential
4336000,Congo St,36,Monterey Blvd,Joost Ave,2019-10-22T16:10:47.000,Survey,Yes,Residential
4978101,Duboce Ave,72,13th St \ Hwy 101 Northbound Ramp \ Mission St \ Otis St,Woodward St,2019-09-06T16:47:14.000,Survey,Yes,Arterial
2856000,Beach St,83,Scott St,Divisadero St,2019-08-20T16:53:42.000,Survey,Yes,Residential
9196000,Mission St,58,Lawrence Ave,Acton St \ Sickles Ave,2019-08-28T17:11:18.000,Survey,Yes,Arterial
1261000,23rd St,44,Folsom St,Shotwell St,2019-09-06T16:49:46.000,Survey,Yes,Residential
5643000,Foerster St,84,Joost Ave,Mangels Ave,2019-09-20T16:12:39.000,Survey,Yes,Arterial
2170202,Alemany Blvd,85,Restani Way,Niagara Ave,2019-08-21T16:51:38.000,Survey,Yes,Arterial
13499000,Wawona St,71,45th Ave,46th Ave,2019-09-20T16:31:21.000,Survey,Yes,Residential
6145201,Geneva Ave,37,Vienna St,Athens St,2019-08-27T17:03:40.000,Survey,Yes,Arterial
12876000,Union St,62,Divisadero St,Broderick St,2019-08-30T17:21:57.000,Survey,Yes,Collector
10492000,Pine St,88,Baker St,Lyon St,2019-08-20T17:15:09.000,Survey,Yes,Arterial
4482000,Craut St,75,Ney St,Maynard St,2019-10-14T16:58:38.000,Survey,Yes,Residential
9670000,Noriega St,82,36th Ave,Sunset Blvd,2019-09-23T16:22:22.000,Survey,Yes,Arterial
11480000,San Juan Ave,93,Otsego Ave,Delano Ave,2019-10-14T17:18:19.000,Survey,Yes,Residential
11334000,San Anselmo Ave,72,San Buenaventura Way,End,2019-10-18T16:26:58.000,Survey,Yes,Residential
12963000,Junipero Serra Blvd,72,Holloway Ave,Stratford Dr,2019-11-13T16:15:35.000,Survey,Yes,Residential
7620000,Josiah Ave,79,Lakeview Ave,Montana St \ Summit St,2019-08-27T17:07:14.000,Survey,Yes,Residential
3239101,Brotherhood Way,53,Alemany Blvd,Arch St,2019-10-04T16:09:48.000,Survey,Yes,Arterial
6474000,Green St,68,Webster St,Fillmore St,2019-08-20T17:04:31.000,Survey,Yes,Residential
6982000,Holloway Ave,87,Corona St,Vernon St,2019-10-14T17:05:55.000,Survey,Yes,Collector
2904000,Belle Ave,100,Niantic Ave \ Saint Charles Ave,Chester Ave,2017-06-08T08:45:46.000,Treatment,Yes,Residential
10234000,Panorama Dr,61,Twin Peaks Blvd,Midcrest Way,2019-09-30T16:24:48.000,Survey,Yes,Collector
11459000,San Jose Ave,71,Niagara Ave,End,2019-09-03T17:18:07.000,Survey,Yes,Arterial
7001000,Holly Park Cir,75,Newman St,Highland Ave,2019-09-20T17:06:04.000,Survey,Yes,Residential
8051201,Lake Merced Blvd,57,Higuera Ave,Brotherhood Way,2019-10-01T16:18:22.000,Survey,Yes,Arterial
5640000,Foerster St,91,Flood Ave,Hearst Ave,2019-09-20T16:12:36.000,Survey,Yes,Arterial
8605000,Madrid St,56,Avalon Ave,Excelsior Ave,2019-08-28T17:09:15.000,Survey,Yes,Residential
5523000,Filbert St,100,Steiner St,Pierce St,2018-07-13T13:17:36.000,Treatment,Yes,Residential
5296000,Euclid Ave,83,Parker Ave,Commonwealth Ave,2019-08-08T17:00:24.000,Survey,Yes,Residential
1336000,24th St,85,Harrison St,Balmy St,2019-09-06T16:49:55.000,Survey,Yes,Arterial
10622101,Portola Dr,81,Santa Clara Ave \ Vicente St,Terrace Dr,2019-09-19T16:25:30.000,Survey,Yes,Arterial
8406000,Lisbon St,95,Avalon Ave,Excelsior Ave,2019-08-28T17:08:27.000,Survey,Yes,Residential
6365000,Grafton Ave,95,Ashton Ave,Garfield St \ Orizaba Ave,2019-08-27T17:04:24.000,Survey,Yes,Residential
11116000,Rolph St,77,Mission St,Curtis St,2019-08-29T17:16:48.000,Survey,Yes,Residential
1956000,43rd Ave,88,Judah St,Kirkham St,2019-09-17T16:08:08.000,Survey,Yes,Residential
11875000,Silliman St,70,Brussels St,Goettingen St,2019-10-09T17:19:35.000,Survey,Yes,Residential
12023000,South Van Ness Ave,31,16th St,17th St,2019-09-12T17:20:23.000,Survey,Yes,Arterial
12806000,Ulloa St,86,29th Ave,30th Ave,2019-09-20T16:30:03.000,Survey,Yes,Residential
13772000,York St,44,23rd St,24th St,2019-09-12T17:23:59.000,Survey,Yes,Residential
10087000,Pacheco St,74,12th Ave,Aerial Way,2019-09-22T16:24:29.000,Survey,Yes,Residential
10156000,Pacific Ave,79,Steiner St,Pierce St,2019-08-08T17:14:06.000,Survey,Yes,Residential
1071000,21st Ave,79,End,Lake St,2019-08-07T16:49:16.000,Survey,Yes,Residential
5719201,Font Blvd,85,Gonzalez Dr,Juan Bautista Cir,2019-10-20T16:12:48.000,Survey,Yes,Residential
13024000,Urbano Dr,96,Victoria St,De Soto St,2019-10-23T16:30:19.000,Survey,Yes,Residential
2486201,Cesar Chavez St,84,Folsom St,Shotwell St,2019-09-20T16:57:18.000,Survey,Yes,Arterial
1083000,21st Ave,86,Lawton St,Moraga St,2019-09-19T16:04:54.000,Survey,Yes,Residential
10798000,Putnam St,100,Cortland Ave,Jarboe Ave,2019-09-12T17:16:19.000,Survey,Yes,Residential
2968000,Beverly St,77,Shields St,Garfield St,2019-10-16T16:53:53.000,Survey,Yes,Residential
9822201,Ocean Ave,72,Plymouth Ave,Plymouth Ave,2019-10-02T16:22:52.000,Survey,Yes,Arterial
7824000,Keystone Way,86,Ocean Ave,Kenwood Way,2019-10-13T16:15:41.000,Survey,Yes,Residential
3677000,Capp St,39,20th St,21st St,2019-08-30T16:56:38.000,Survey,Yes,Residential
7142000,Hyde St,66,Hastings Ter,Filbert St,2019-10-15T17:06:24.000,Survey,Yes,Collector
7668000,Judah St,63,33rd Ave,34th Ave,2019-09-25T16:14:59.000,Survey,Yes,Arterial
10899000,Ramsell St,78,Oceanview Ter \ Palmetto Ave \ Worcester Ave,Alemany Blvd,2019-10-19T16:26:02.000,Survey,Yes,Residential
2786000,Bay St,46,Franklin St,Gough St,2019-08-20T16:53:29.000,Survey,Yes,Arterial
4418000,Cortland Ave,75,Prospect Ave,Winfield St,2019-09-12T16:58:13.000,Survey,Yes,Arterial
2405000,Arellano Ave,10,Serrano Dr,Holloway Ave,2019-10-20T16:09:27.000,Survey,Yes,Residential
2175101,Alemany Blvd,93,Naglee Ave,Farragut Ave,2019-08-21T16:51:44.000,Survey,Yes,Arterial
8381101,Lincoln Way,79,43rd Ave,44th Ave,2019-09-18T16:19:19.000,Survey,Yes,Arterial
10251000,Paris St,33,Avalon Ave,Excelsior Ave,2019-10-16T17:14:15.000,Survey,Yes,Residential
4835000,Divisadero St,67,Jefferson St,Marina Blvd,2019-08-07T16:59:32.000,Survey,Yes,Collector
10918000,Randolph St,91,Victoria St,Ramsell St,2019-08-29T17:16:30.000,Survey,Yes,Collector
13294201,Vidal Dr,82,Unnamed 112,Garces Dr,2019-10-19T16:30:55.000,Survey,Yes,Residential
4316000,Commonwealth Ave,76,California St,Euclid Ave,2019-08-07T16:58:00.000,Survey,Yes,Residential
6695000,Harold Ave,54,Holloway Ave,Bruce Ave,2019-10-08T16:13:40.000,Survey,Yes,Collector
9594000,Niagara Ave,95,Delano Ave,San Jose Ave,2019-10-14T17:12:46.000,Survey,Yes,Residential
1465000,25th Ave,70,End,End,2019-08-07T16:50:27.000,Survey,Yes,Residential
4074000,Clarendon Ave,62,Ashwood Ln,Galewood Cir,2019-09-17T16:10:36.000,Survey,Yes,Arterial
2385000,Arballo Dr,64,Serrano Dr,Higuera Ave,2019-10-19T16:09:24.000,Survey,Yes,Residential
770000,17th Ave,71,Ulloa St,Vicente St,2019-09-17T16:04:27.000,Survey,Yes,Residential
2400000,Arch St,87,Garfield St,Holloway Ave,2019-08-21T16:52:30.000,Survey,Yes,Residential
10320000,PEARL ST,100,MARKET ST,PINK ALY,2012-05-25T16:30:44.000,Treatment,Yes,Residential
584000,14th St,72,Minna St,Mission St,2019-08-30T16:48:11.000,Survey,Yes,Arterial
5517000,Filbert St,100,Gough St,Octavia St,2018-08-10T08:12:54.000,Treatment,Yes,Residential
8599001,Madison St,91,Pioche St,Valmar Ter,2019-10-03T17:09:10.000,Survey,Yes,Residential
9385000,Morse St,73,Newton St,Unnamed 071,2019-10-14T17:11:37.000,Survey,Yes,Residential
6235000,Goettingen St,70,Bacon St,Wayland St,2019-10-02T17:04:03.000,Survey,Yes,Residential
3343000,Buchanan St,63,Washington St,Jackson St,2019-08-20T16:55:26.000,Survey,Yes,Residential
10065000,Oxford St,85,Silver Ave \ Sunglow Ln,Pioche St,2019-10-25T17:13:56.000,Survey,Yes,Residential
10620103,Portola Dr,82,San Lorenzo Way,Claremont Blvd \ Portal Path,2019-10-08T16:25:27.000,Survey,Yes,Arterial
13248000,Vicente St,87,22nd Ave,23rd Ave,2019-09-24T16:30:34.000,Survey,Yes,Collector
11024000,Ridge Ln,60,Majestic Ave,Louisburg St \ Margaret Ave,2017-08-07T11:24:50.000,Survey,Yes,Residential
10366000,Persia Ave,93,Lisbon St,Madrid St,2019-08-29T17:14:42.000,Survey,Yes,Arterial
536000,12th Ave,62,Quintara St,Mendosa Ave,2019-09-19T16:03:35.000,Survey,Yes,Residential
9284101,Monterey Blvd,74,Plymouth Ave,Miramar Ave \ Plymouth Ave,2019-10-08T16:21:11.000,Survey,Yes,Arterial
11281000,Sagamore St,93,Plymouth Ave,Capitol Ave,2019-08-29T16:47:29.000,Survey,Yes,Arterial
5696000,Folsom St,87,21st St,22nd St,2019-08-30T17:01:46.000,Survey,Yes,Arterial
846000,18th Ave,57,Taraval St,Ulloa St,2019-09-17T16:04:37.000,Survey,Yes,Residential
6228000,Godeus St,76,Mission St,Coleridge St,2019-09-20T17:03:59.000,Survey,Yes,Residential
10000101,Ortega St,91,11th Ave,Selma Way,2019-09-22T16:23:57.000,Survey,Yes,Residential
12777000,Ulloa St,87,Sydney Way,Laguna Honda Blvd \ Rockaway Ave,2019-09-27T16:29:42.000,Survey,Yes,Residential
9494000,Naples St,95,France Ave,Italy Ave,2019-08-28T17:12:26.000,Survey,Yes,Collector
1692000,31st Ave,72,Quintara St,Rivera St,2019-10-18T16:06:20.000,Survey,Yes,Residential
3013000,Bonview St,77,End,Eugenia Ave,2019-09-20T16:53:59.000,Survey,Yes,Residential
2101000,Aerial Way,73,Pacheco St,Funston Ave,2019-09-19T16:09:04.000,Survey,Yes,Residential
3215000,Broderick St,87,Union St,Filbert St,2019-08-07T16:54:46.000,Survey,Yes,Residential
12685000,Treat Ave,59,Mistral St,End,2019-09-12T17:21:37.000,Survey,Yes,Residential
6000101,Garcia Ave,85,Idora Ave,Pacheco St,2019-09-27T16:13:12.000,Survey,Yes,Residential
6339000,Gough St,85,Sacramento St,Clay St,2019-08-20T17:04:08.000,Survey,Yes,Arterial
